,buildUpPlaySpeed,buildUpPlayPassing,chanceCreationPassing,chanceCreationCrossing,chanceCreationShooting,defencePressure,defenceAggression,defenceTeamWidth,country_id,league_id,stage,match_api_id,home_team_api_id,away_team_api_id,home_team_goal,away_team_goal,HS,AS,HST,AST,B365H,B365D,B365A,HomeTeamWinStreak,AwayTeamWinStreak,HomeTeamDrawStreak,AwayTeamDrawStreak,buildUpPlaySpeedClass,buildUpPlayDribblingClass,buildUpPlayPassingClass,buildUpPlayPositioningClass,chanceCreationPassingClass,chanceCreationCrossingClass,chanceCreationShootingClass,chanceCreationPositioningClass,defencePressureClass,defenceAggressionClass,defenceTeamWidthClass,defenceDefenderLineClass,FTR,FTResult
536,65,50,45,55,50,35,45,65,1729,1729,23,1724202,9825,10252,5,0,13.0,9.0,8.0,2.0,1.25,6.5,15.0,3,1,1,1,0,0,1,1,0,2,2,1,2,2,1,0,2,1
537,70,60,55,70,70,45,55,45,1729,1729,23,1724203,8455,8456,1,1,3.0,10.0,2.0,5.0,2.15,3.5,3.6,4,2,0,1,1,0,1,1,0,1,1,1,2,2,1,0,1,0
538,60,50,55,70,55,55,65,60,1729,1729,23,1724204,9826,8668,0,1,13.0,14.0,3.0,2.0,2.8,3.3,2.75,1,1,0,1,0,0,1,1,0,1,2,1,2,2,1,0,0,-1
539,48,44,56,58,48,52,50,58,1729,1729,23,1724210,8472,8191,2,0,8.0,13.0,3.0,4.0,2.25,3.3,3.6,0,0,3,1,0,0,1,1,0,2,2,1,2,2,1,0,2,1
540,46,41,46,61,63,42,43,46,1729,1729,24,1724212,10252,8455,1,2,8.0,12.0,1.0,5.0,10.0,5.25,1.36,0,2,4,2,0,0,1,1,0,2,2,1,2,2,1,0,0,-1
541,71,32,34,41,61,51,48,62,1729,1729,24,1724214,8668,8650,0,0,6.0,17.0,1.0,6.0,3.4,3.4,2.3,2,3,2,0,1,1,2,1,0,2,2,1,2,2,1,0,1,0
542,54,67,72,57,47,63,62,58,1729,1729,25,1724224,10260,8191,3,1,11.0,13.0,7.0,3.0,1.29,6.0,12.0,3,0,1,1,0,0,0,1,1,2,2,1,2,2,1,0,2,1
543,60,65,60,70,45,40,70,40,1729,1729,25,1724229,8455,8668,1,0,21.0,7.0,7.0,4.0,1.33,5.5,11.0,3,2,1,1,0,0,1,1,0,1,2,1,2,1,1,0,2,1
544,48,44,56,58,48,52,50,58,1729,1729,26,1724233,8455,8191,1,1,14.0,10.0,5.0,5.0,1.2,7.5,17.0,3,0,1,1,0,0,1,1,0,2,2,1,2,2,1,0,1,0
545,30,29,41,55,39,64,54,52,1729,1729,26,1724234,9826,9825,1,2,22.0,12.0,3.0,4.0,4.75,3.75,1.83,1,2,0,2,2,0,2,1,0,2,2,0,2,2,1,0,0,-1
546,71,32,34,41,61,51,48,62,1729,1729,26,1724238,8466,8650,0,2,13.0,6.0,5.0,4.0,2.63,3.3,2.9,2,3,1,1,1,1,2,1,0,2,2,1,2,2,1,0,0,-1
547,43,40,39,33,63,52,58,59,1729,1729,27,1724242,9825,8668,2,0,17.0,8.0,4.0,2.0,1.57,4.5,6.0,4,1,0,1,0,1,1,1,0,0,2,1,2,2,1,0,2,1
548,70,60,55,70,70,45,55,45,1729,1729,27,1724245,8650,8456,2,1,11.0,8.0,5.0,1.0,3.1,3.6,2.38,2,2,2,2,1,0,1,1,0,1,1,1,2,2,1,0,2,1
549,55,55,55,65,55,45,55,65,1729,1729,27,1724246,10260,8472,2,0,30.0,5.0,10.0,3.0,1.36,5.25,10.0,3,2,1,2,0,0,1,1,0,2,2,1,2,2,1,0,2,1
550,43,46,69,66,47,44,27,53,1729,1729,28,1724255,8466,9826,1,0,23.0,9.0,3.0,3.0,1.7,3.8,5.75,2,1,1,1,0,0,1,1,1,2,2,1,2,0,1,0,2,1
551,54,55,56,59,48,48,50,58,1729,1729,28,1724257,8650,8191,2,0,20.0,9.0,8.0,1.0,1.36,5.25,10.0,2,0,2,2,0,0,1,1,0,2,2,1,2,2,1,0,2,1
552,59,29,32,49,62,42,44,54,1729,1729,29,1724263,8191,8456,1,0,10.0,21.0,4.0,5.0,7.5,5.0,1.44,1,2,1,2,0,1,2,1,2,2,2,1,2,2,1,0,2,1
553,52,46,42,54,30,50,65,44,1729,1729,29,1724264,8455,8466,1,1,22.0,12.0,7.0,5.0,1.62,4.0,6.5,3,2,2,1,0,0,1,1,0,2,0,1,2,2,1,0,1,0
554,70,59,65,70,50,30,70,30,1729,1729,29,1724269,8472,10252,0,4,12.0,14.0,2.0,8.0,2.38,3.25,3.4,1,1,2,1,1,0,1,1,0,1,2,0,0,1,0,0,0,-1
555,65,40,65,65,70,45,45,65,1729,1729,3,1724003,8191,10260,0,0,9.0,7.0,3.0,2.0,6.0,4.2,1.62,2,2,1,2,0,0,1,1,0,2,1,0,2,2,1,0,1,0
556,67,36,41,34,44,39,41,46,1729,1729,3,1724004,8668,8455,3,6,17.0,12.0,7.0,8.0,3.75,3.3,2.2,1,3,3,2,1,1,1,1,0,2,2,1,2,2,1,0,0,-1
557,70,45,45,70,65,40,50,40,1729,1729,30,1724274,8650,10260,1,2,7.0,6.0,1.0,4.0,2.05,3.4,3.6,2,2,2,3,1,0,1,1,0,1,2,0,2,2,1,0,0,-1
558,36,52,49,68,55,24,56,66,1729,1729,30,1724278,8466,8191,2,0,20.0,15.0,3.0,3.0,1.4,4.5,7.5,3,0,1,2,0,0,1,1,0,1,2,1,0,2,1,0,2,1
559,60,60,48,73,53,50,48,62,1729,1729,31,1724282,9825,8650,4,1,16.0,13.0,10.0,2.0,1.83,3.75,4.2,4,3,0,1,0,0,1,1,0,1,2,1,2,2,1,0,2,1
560,36,34,39,44,38,42,44,54,1729,1729,31,1724285,9826,8456,2,1,5.0,22.0,3.0,4.0,5.0,4.0,1.67,1,1,0,2,0,0,1,1,0,2,2,0,2,2,1,0,2,1
561,47,40,42,56,51,62,64,44,1729,1729,31,1724286,8668,8466,1,0,11.0,11.0,1.0,2.0,2.63,3.2,2.8,1,2,3,1,0,1,1,1,0,2,2,0,2,2,1,0,2,1
562,63,54,60,48,38,35,44,54,1729,1729,31,1724288,10260,10252,3,1,19.0,4.0,7.0,2.0,1.3,5.5,10.0,4,2,0,1,0,1,1,1,0,2,2,1,2,2,1,0,2,1
563,66,30,30,45,35,30,40,50,1729,1729,32,1724292,8191,9825,0,1,8.0,17.0,4.0,5.0,6.5,4.33,1.57,2,2,1,2,0,0,2,0,2,2,2,0,0,2,1,0,0,-1
564,70,60,70,65,75,65,65,50,1729,1729,32,1724294,10260,8456,4,2,11.0,10.0,7.0,3.0,2.63,3.4,2.88,4,0,0,2,1,0,1,1,1,2,1,0,2,2,1,0,2,1
565,43,46,69,66,47,44,27,53,1729,1729,32,1724297,8472,9826,1,4,12.0,14.0,3.0,5.0,2.9,3.2,2.7,1,1,1,1,0,0,1,1,1,2,2,1,2,0,1,0,0,-1
566,57,66,56,31,72,47,52,49,1729,1729,33,1724302,9825,8472,0,0,28.0,7.0,8.0,3.0,1.3,6.0,11.0,4,1,0,2,0,0,1,1,0,0,1,1,2,2,1,0,1,0
567,46,54,49,72,56,42,41,56,1729,1729,33,1724304,8455,10260,1,0,7.0,15.0,2.0,2.0,2.0,3.4,4.33,2,2,3,3,0,1,1,1,0,1,2,1,2,2,1,0,2,1
568,70,65,70,70,70,65,70,70,1729,1729,33,1724306,8668,8191,1,0,21.0,10.0,8.0,1.0,1.73,3.8,5.5,1,0,3,1,1,0,1,1,1,1,1,1,2,1,2,0,2,1
569,60,50,60,60,80,35,55,50,1729,1729,34,1724312,9825,8455,0,0,12.0,7.0,1.0,3.0,2.4,3.3,3.3,4,3,1,2,0,0,1,0,0,2,1,0,2,2,1,0,1,0
570,46,54,46,60,55,40,50,56,1729,1729,34,1724315,8668,10260,3,0,9.0,17.0,7.0,4.0,3.75,3.4,2.15,2,1,2,3,0,0,1,1,0,2,2,1,2,2,1,0,2,1
571,63,59,52,55,34,39,41,54,1729,1729,34,1724316,8456,10252,3,2,11.0,13.0,4.0,4.0,1.29,6.0,12.0,3,2,1,1,0,0,1,1,0,2,2,1,2,2,1,0,2,1
572,61,42,39,59,48,52,58,60,1729,1729,35,1724322,10252,8668,3,2,11.0,9.0,4.0,5.0,2.75,3.3,2.8,0,1,3,0,0,1,1,1,0,2,2,1,2,2,1,0,2,1
573,61,67,67,69,50,36,34,41,1729,1729,35,1724323,8455,9826,1,0,17.0,8.0,7.0,1.0,1.36,5.25,10.0,2,2,3,1,0,1,0,1,1,1,2,1,2,2,1,0,2,1
574,70,55,70,70,65,70,70,70,1729,1729,35,1724328,8472,8466,2,1,12.0,11.0,6.0,2.0,4.2,3.4,2.05,1,2,1,1,1,0,1,1,1,1,2,1,1,1,2,0,2,1
575,60,50,40,45,60,55,55,50,1729,1729,36,1724334,8455,8650,1,1,8.0,15.0,3.0,4.0,2.1,3.5,3.8,3,3,2,1,0,0,1,1,0,2,2,1,2,2,1,0,1,0
576,46,54,46,60,55,40,50,56,1729,1729,36,1724335,9826,10260,1,2,13.0,13.0,4.0,4.0,4.5,3.6,1.91,1,1,0,2,0,0,1,1,0,2,2,1,2,2,1,0,0,-1
577,57,66,56,31,72,47,52,49,1729,1729,36,1724336,8668,8472,0,2,22.0,10.0,4.0,3.0,1.8,3.75,5.0,3,0,1,3,0,0,1,1,0,0,1,1,2,2,1,0,0,-1
578,61,68,67,62,52,36,34,48,1729,1729,37,1724343,8650,9826,1,3,18.0,15.0,3.0,6.0,1.45,4.75,8.0,2,2,2,1,0,1,0,1,1,2,2,1,2,2,1,0,0,-1
579,66,30,30,45,35,30,40,50,1729,1729,37,1724344,10260,9825,1,1,12.0,5.0,4.0,3.0,2.45,3.5,3.0,4,3,0,1,0,0,2,0,2,2,2,0,0,2,1,0,1,0
580,65,50,45,55,50,35,45,65,1729,1729,37,1724346,8466,10252,6,1,18.0,9.0,11.0,4.0,1.75,3.8,5.25,3,2,1,0,0,0,1,1,0,2,2,1,2,2,1,0,2,1
581,48,44,56,58,48,52,50,58,1729,1729,38,1724353,10252,8191,0,1,16.0,6.0,5.0,3.0,2.1,3.6,3.75,1,0,2,1,0,0,1,1,0,2,2,1,2,2,1,0,0,-1
582,57,66,56,31,72,47,52,49,1729,1729,38,1724354,8455,8472,3,1,24.0,17.0,8.0,9.0,1.36,5.25,9.5,2,1,3,2,0,0,1,1,0,0,1,1,2,2,1,0,2,1
583,47,40,42,56,51,62,64,44,1729,1729,38,1724359,8456,8466,2,0,15.0,13.0,6.0,4.0,1.57,4.5,6.0,3,2,1,1,0,1,1,1,0,2,2,0,2,2,1,0,2,1
584,59,29,38,36,24,48,47,54,1729,1729,4,1724012,9825,8456,2,2,15.0,15.0,6.0,8.0,3.0,3.4,2.5,3,0,2,1,0,1,2,0,0,2,0,0,2,2,1,0,1,0
585,70,65,70,70,70,65,70,70,1729,1729,4,1724014,9826,8191,0,0,14.0,11.0,3.0,3.0,2.25,3.3,3.6,1,1,0,1,1,0,1,1,1,1,1,1,2,1,2,0,1,0
586,65,50,45,55,50,35,45,65,1729,1729,4,1724016,8650,10252,0,1,18.0,5.0,1.0,1.0,1.3,6.0,11.0,2,1,1,0,0,0,1,1,0,2,2,1,2,2,1,0,0,-1
587,25,32,41,34,30,57,57,52,1729,1729,5,1724022,10252,9825,0,3,6.0,9.0,2.0,3.0,4.75,3.6,1.85,1,3,1,1,2,0,2,1,0,2,0,0,2,2,1,0,0,-1
588,57,66,56,31,72,47,52,49,1729,1729,5,1724023,8191,8472,0,0,17.0,14.0,6.0,6.0,2.5,3.3,3.1,1,1,1,1,0,0,1,1,0,0,1,1,2,2,1,0,1,0
589,61,68,67,62,52,36,34,48,1729,1729,5,1724024,8668,9826,2,3,17.0,10.0,6.0,3.0,1.4,5.0,9.0,3,3,0,0,0,1,0,1,1,2,2,1,2,2,1,0,0,-1
590,70,60,56,70,70,30,60,35,1729,1729,5,1724026,8456,8455,1,1,16.0,6.0,4.0,2.0,2.38,3.5,3.1,4,2,0,3,1,0,1,0,0,1,1,0,0,2,1,0,1,0
591,65,50,45,55,50,35,45,65,1729,1729,6,1724033,8455,10252,3,0,17.0,7.0,8.0,1.0,1.22,7.0,16.0,3,2,2,0,0,0,1,1,0,2,2,1,2,2,1,0,2,1
592,56,56,48,57,56,50,50,60,1729,1729,6,1724036,8650,8668,1,1,24.0,11.0,8.0,5.0,1.91,3.75,4.33,2,1,0,0,0,0,1,1,0,2,2,1,2,2,1,0,1,0
593,36,34,39,44,38,42,44,54,1729,1729,7,1724042,10252,8456,0,2,6.0,27.0,1.0,7.0,7.5,4.5,1.5,1,0,0,1,0,0,1,1,0,2,2,0,2,2,1,0,0,-1
594,59,26,28,55,64,51,44,52,1729,1729,7,1724043,8455,9825,2,0,5.0,10.0,3.0,0.0,1.67,4.2,5.25,4,4,1,1,0,1,2,1,2,2,2,0,2,2,1,0,2,1
595,43,40,39,33,63,52,58,59,1729,1729,7,1724047,10260,8668,2,1,15.0,10.0,4.0,6.0,1.67,4.2,5.25,4,1,1,1,0,1,1,1,0,0,2,1,2,2,1,0,2,1
596,70,60,56,70,70,30,60,35,1729,1729,8,1724054,9826,8455,1,2,7.0,14.0,4.0,5.0,8.5,4.75,1.44,1,2,1,3,1,0,1,0,0,1,1,0,0,2,1,0,0,-1
597,65,50,45,55,50,35,45,65,1729,1729,8,1724055,8668,10252,3,0,15.0,10.0,6.0,2.0,1.6,4.0,6.5,3,1,0,0,0,0,1,1,0,2,2,1,2,2,1,0,2,1
598,67,62,44,72,59,47,53,60,1729,1729,8,1724059,8466,8472,8,0,20.0,12.0,11.0,1.0,1.57,4.0,7.0,4,1,0,2,1,0,1,1,0,1,2,1,2,2,1,0,2,1
599,58,62,48,59,32,41,44,59,1729,1729,9,1724062,8191,8668,1,3,14.0,15.0,3.0,6.0,4.75,3.75,1.83,1,0,2,1,0,0,1,1,0,2,0,1,2,2,1,0,0,-1
600,67,38,41,61,68,39,41,46,1729,1729,9,1724064,10260,8455,1,1,19.0,9.0,7.0,4.0,2.88,3.6,2.5,4,3,1,2,1,1,1,1,0,2,1,1,2,2,1,0,1,0
601,59,30,28,44,46,51,44,52,1729,1729,9,1724067,8472,9825,0,2,11.0,15.0,3.0,5.0,5.5,3.8,1.73,2,3,0,1,0,1,2,1,2,2,2,0,2,2,1,0,0,-1
